Country,Indicator,Gender,Education_Level,Wealth_Quintile,Residence,Data_Year,Percentage,Data_Source,Happiness_Rank,Country_Code,GDP_PerCapita,Region,Income_Group
Czechia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,4.20299,UIS,18.0,CZE,26821.24523,Europe & Central Asia,High income
Denmark,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,0.42964,UIS,2.0,DNK,68007.75667,Europe & Central Asia,High income
Denmark,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,0.92461,UIS,2.0,DNK,68007.75667,Europe & Central Asia,High income
Denmark,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,0.84769,UIS,2.0,DNK,68007.75667,Europe & Central Asia,High income
Denmark,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,0.25602,UIS,2.0,DNK,68007.75667,Europe & Central Asia,High income
Denmark,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,8.77994,UIS,2.0,DNK,68007.75667,Europe & Central Asia,High income
Denmark,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,9.76807,UIS,2.0,DNK,68007.75667,Europe & Central Asia,High income
Djibouti,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2021,36.09756,UIS,,DJI,3150.436729,Middle East & North Africa,Lower middle income
Djibouti,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2021,31.00706,UIS,,DJI,3150.436729,Middle East & North Africa,Lower middle income
Djibouti,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2021,38.88836,UIS,,DJI,3150.436729,Middle East & North Africa,Lower middle income
Djibouti,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2021,40.09777,UIS,,DJI,3150.436729,Middle East & North Africa,Lower middle income
Djibouti,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2021,53.02546,UIS,,DJI,3150.436729,Middle East & North Africa,Lower middle income
Djibouti,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2021,52.33914,UIS,,DJI,3150.436729,Middle East & North Africa,Lower middle income
Dominica,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,0.77415,UIS,,DMA,7653.17187,Latin America & Caribbean,Upper middle income
Dominica,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,1.00813,UIS,,DMA,7653.17187,Latin America & Caribbean,Upper middle income
Dominica,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,1.03093,UIS,,DMA,7653.17187,Latin America & Caribbean,Upper middle income
Dominica,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,2.94811,UIS,,DMA,7653.17187,Latin America & Caribbean,Upper middle income
Dominica,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,27.04136,UIS,,DMA,7653.17187,Latin America & Caribbean,Upper middle income
Dominica,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,13.89173,UIS,,DMA,7653.17187,Latin America & Caribbean,Upper middle income
Equatorial Guinea,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2015,54.81445,UIS,,GNQ,7506.667523,Sub-Saharan Africa,Upper middle income
Equatorial Guinea,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2015,55.7771,UIS,,GNQ,7506.667523,Sub-Saharan Africa,Upper middle income
Eritrea,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2018,49.80647,UIS,,ERI,,Sub-Saharan Africa,Low income
Eritrea,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2018,44.99245,UIS,,ERI,,Sub-Saharan Africa,Low income
Eritrea,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,40.28999,UIS,,ERI,,Sub-Saharan Africa,Low income
Eritrea,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,32.03627,UIS,,ERI,,Sub-Saharan Africa,Low income
Eritrea,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,52.58804,UIS,,ERI,,Sub-Saharan Africa,Low income
Eritrea,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,44.9303,UIS,,ERI,,Sub-Saharan Africa,Low income
Estonia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,2.10882,UIS,36.0,EST,27943.70122,Europe & Central Asia,High income
Estonia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,2.85387,UIS,36.0,EST,27943.70122,Europe & Central Asia,High income
Estonia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,1.04433,UIS,36.0,EST,27943.70122,Europe & Central Asia,High income
Estonia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,1.62309,UIS,36.0,EST,27943.70122,Europe & Central Asia,High income
Estonia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,2.20429,UIS,36.0,EST,27943.70122,Europe & Central Asia,High income
Estonia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,1.78811,UIS,36.0,EST,27943.70122,Europe & Central Asia,High income
Fiji,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2015,1.2056,UIS,,FJI,4646.612723,East Asia & Pacific,Upper middle income
Fiji,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2015,0.57764,UIS,,FJI,4646.612723,East Asia & Pacific,Upper middle income
Fiji,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,9.23726,UIS,,FJI,4646.612723,East Asia & Pacific,Upper middle income
Fiji,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,24.27176,UIS,,FJI,4646.612723,East Asia & Pacific,Upper middle income
Finland,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,1.55299,UIS,1.0,FIN,53654.7503,Europe & Central Asia,High income
Finland,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,2.18141,UIS,1.0,FIN,53654.7503,Europe & Central Asia,High income
Finland,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,0.30476,UIS,1.0,FIN,53654.7503,Europe & Central Asia,High income
Finland,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,0.63698,UIS,1.0,FIN,53654.7503,Europe & Central Asia,High income
Finland,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,4.91382,UIS,1.0,FIN,53654.7503,Europe & Central Asia,High income
Finland,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,2.77248,UIS,1.0,FIN,53654.7503,Europe & Central Asia,High income
France,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2016,0.02556,UIS,20.0,FRA,43658.97898,Europe & Central Asia,High income
France,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2016,0.30242,UIS,20.0,FRA,43658.97898,Europe & Central Asia,High income
France,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,0.51075,UIS,20.0,FRA,43658.97898,Europe & Central Asia,High income
France,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,0.4155,UIS,20.0,FRA,43658.97898,Europe & Central Asia,High income
France,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,3.63803,UIS,20.0,FRA,43658.97898,Europe & Central Asia,High income
France,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,4.50545,UIS,20.0,FRA,43658.97898,Europe & Central Asia,High income
Germany,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,0.3035,UIS,14.0,DEU,51203.55447,Europe & Central Asia,High income
Germany,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,1.62742,UIS,14.0,DEU,51203.55447,Europe & Central Asia,High income
Germany,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,3.15616,UIS,14.0,DEU,51203.55447,Europe & Central Asia,High income
Germany,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,5.36824,UIS,14.0,DEU,51203.55447,Europe & Central Asia,High income
Germany,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,15.47586,UIS,14.0,DEU,51203.55447,Europe & Central Asia,High income
Germany,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,14.12028,UIS,14.0,DEU,51203.55447,Europe & Central Asia,High income
Greece,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,0.61721,UIS,58.0,GRC,20192.5963,Europe & Central Asia,High income
Greece,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,1.15124,UIS,58.0,GRC,20192.5963,Europe & Central Asia,High income
Greece,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,3.72949,UIS,58.0,GRC,20192.5963,Europe & Central Asia,High income
Greece,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,2.65105,UIS,58.0,GRC,20192.5963,Europe & Central Asia,High income
Greece,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,6.21379,UIS,58.0,GRC,20192.5963,Europe & Central Asia,High income
Greece,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,3.81996,UIS,58.0,GRC,20192.5963,Europe & Central Asia,High income
Grenada,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2016,2.82159,UIS,,GRD,9010.572245,Latin America & Caribbean,Upper middle income
Grenada,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2016,3.80146,UIS,,GRD,9010.572245,Latin America & Caribbean,Upper middle income
Grenada,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2016,11.4098,UIS,,GRD,9010.572245,Latin America & Caribbean,Upper middle income
Grenada,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2016,11.6657,UIS,,GRD,9010.572245,Latin America & Caribbean,Upper middle income
Holy See,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2022,0.0,UIS,,,,,
Holy See,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2022,0.0,UIS,,,,,
Holy See,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2022,0.0,UIS,,,,,
Holy See,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2022,0.0,UIS,,,,,
Holy See,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2022,0.0,UIS,,,,,
Holy See,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2022,0.0,UIS,,,,,
Hungary,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,5.67648,UIS,51.0,HUN,18728.12189,Europe & Central Asia,High income
Hungary,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,5.26811,UIS,51.0,HUN,18728.12189,Europe & Central Asia,High income
Hungary,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,3.19793,UIS,51.0,HUN,18728.12189,Europe & Central Asia,High income
Hungary,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,2.77284,UIS,51.0,HUN,18728.12189,Europe & Central Asia,High income
Hungary,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,11.36946,UIS,51.0,HUN,18728.12189,Europe & Central Asia,High income
Hungary,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,12.5985,UIS,51.0,HUN,18728.12189,Europe & Central Asia,High income
Iceland,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2016,0.54309,UIS,3.0,ISL,68727.63666,Europe & Central Asia,High income
Iceland,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2016,0.37367,UIS,3.0,ISL,68727.63666,Europe & Central Asia,High income
Iceland,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,0.4637,UIS,3.0,ISL,68727.63666,Europe & Central Asia,High income
Iceland,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,0.50094,UIS,3.0,ISL,68727.63666,Europe & Central Asia,High income
Iceland,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,14.23123,UIS,3.0,ISL,68727.63666,Europe & Central Asia,High income
Iceland,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,17.30457,UIS,3.0,ISL,68727.63666,Europe & Central Asia,High income
Italy,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,3.65387,UIS,31.0,ITA,35657.49756,Europe & Central Asia,High income
Italy,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,3.35267,UIS,31.0,ITA,35657.49756,Europe & Central Asia,High income
Italy,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,2.6382,UIS,31.0,ITA,35657.49756,Europe & Central Asia,High income
Italy,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,2.2631,UIS,31.0,ITA,35657.49756,Europe & Central Asia,High income
Italy,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,5.2918,UIS,31.0,ITA,35657.49756,Europe & Central Asia,High income
Italy,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,6.13649,UIS,31.0,ITA,35657.49756,Europe & Central Asia,High income
Jamaica,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,29.01788,UIS,63.0,JAM,5183.581305,Latin America & Caribbean,Upper middle income
Jamaica,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,37.44215,UIS,63.0,JAM,5183.581305,Latin America & Caribbean,Upper middle income
Jamaica,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,33.2662,UIS,63.0,JAM,5183.581305,Latin America & Caribbean,Upper middle income
Jamaica,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,57.41293,UIS,63.0,JAM,5183.581305,Latin America & Caribbean,Upper middle income
Kuwait,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2016,0.88499,UIS,50.0,KWT,,Middle East & North Africa,High income
Kuwait,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2016,4.37744,UIS,50.0,KWT,,Middle East & North Africa,High income
Kuwait,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,3.8316,UIS,50.0,KWT,,Middle East & North Africa,High income
Kuwait,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,8.5292,UIS,50.0,KWT,,Middle East & North Africa,High income
Kuwait,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2015,16.96256,UIS,50.0,KWT,,Middle East & North Africa,High income
Kuwait,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2015,19.54556,UIS,50.0,KWT,,Middle East & North Africa,High income
Latvia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,0.80117,UIS,42.0,LVA,21148.16294,Europe & Central Asia,High income
Latvia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,1.53329,UIS,42.0,LVA,21148.16294,Europe & Central Asia,High income
Latvia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,1.46978,UIS,42.0,LVA,21148.16294,Europe & Central Asia,High income
Latvia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,1.99778,UIS,42.0,LVA,21148.16294,Europe & Central Asia,High income
Latvia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,3.78976,UIS,42.0,LVA,21148.16294,Europe & Central Asia,High income
Latvia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,5.73295,UIS,42.0,LVA,21148.16294,Europe & Central Asia,High income
Liechtenstein,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2014,1.82599,UIS,,LIE,,Europe & Central Asia,High income
Liechtenstein,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2014,2.8481,UIS,,LIE,,Europe & Central Asia,High income
Liechtenstein,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,6.55308,UIS,,LIE,,Europe & Central Asia,High income
Liechtenstein,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,1.42672,UIS,,LIE,,Europe & Central Asia,High income
Liechtenstein,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,16.00688,UIS,,LIE,,Europe & Central Asia,High income
Liechtenstein,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,2.08333,UIS,,LIE,,Europe & Central Asia,High income
Luxembourg,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2015,0.99038,UIS,6.0,LUX,133590.147,Europe & Central Asia,High income
Luxembourg,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2015,1.12227,UIS,6.0,LUX,133590.147,Europe & Central Asia,High income
Luxembourg,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,3.60726,UIS,6.0,LUX,133590.147,Europe & Central Asia,High income
Luxembourg,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,1.34392,UIS,6.0,LUX,133590.147,Europe & Central Asia,High income
Luxembourg,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,17.30769,UIS,6.0,LUX,133590.147,Europe & Central Asia,High income
Luxembourg,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,20.65248,UIS,6.0,LUX,133590.147,Europe & Central Asia,High income
Malaysia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,1.36626,UIS,70.0,MYS,11109.26184,East Asia & Pacific,Upper middle income
Malaysia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,1.82884,UIS,70.0,MYS,11109.26184,East Asia & Pacific,Upper middle income
Malaysia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,9.56901,UIS,70.0,MYS,11109.26184,East Asia & Pacific,Upper middle income
Malaysia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,12.81806,UIS,70.0,MYS,11109.26184,East Asia & Pacific,Upper middle income
Malaysia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,36.69985,UIS,70.0,MYS,11109.26184,East Asia & Pacific,Upper middle income
Malaysia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,42.13582,UIS,70.0,MYS,11109.26184,East Asia & Pacific,Upper middle income
Maldives,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,0.72512,UIS,,MDV,10366.29336,South Asia,Upper middle income
Maldives,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,3.16708,UIS,,MDV,10366.29336,South Asia,Upper middle income
Maldives,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,14.79679,UIS,,MDV,10366.29336,South Asia,Upper middle income
Maldives,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,2.73029,UIS,,MDV,10366.29336,South Asia,Upper middle income
Maldives,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,44.48059,UIS,,MDV,10366.29336,South Asia,Upper middle income
Maldives,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,55.29095,UIS,,MDV,10366.29336,South Asia,Upper middle income
Marshall Islands,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,30.23203,UIS,,MHL,6172.145065,East Asia & Pacific,Upper middle income
Marshall Islands,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,29.33101,UIS,,MHL,6172.145065,East Asia & Pacific,Upper middle income
Marshall Islands,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,25.81072,UIS,,MHL,6172.145065,East Asia & Pacific,Upper middle income
Marshall Islands,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,29.93025,UIS,,MHL,6172.145065,East Asia & Pacific,Upper middle income
Marshall Islands,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,40.98139,UIS,,MHL,6172.145065,East Asia & Pacific,Upper middle income
Marshall Islands,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,45.73191,UIS,,MHL,6172.145065,East Asia & Pacific,Upper middle income
Micronesia (Federated States of),Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,16.01495,UIS,,FSM,3571.336769,East Asia & Pacific,Lower middle income
Micronesia (Federated States of),Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,17.31298,UIS,,FSM,3571.336769,East Asia & Pacific,Lower middle income
Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2014,10.27919,UIS,,FSM,3571.336769,East Asia & Pacific,Lower middle income
Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2014,15.10188,UIS,,FSM,3571.336769,East Asia & Pacific,Lower middle income
Montserrat,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2014,15.17857,UIS,,,,,
Montserrat,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2014,14.52282,UIS,,,,,
Morocco,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,2.55929,UIS,100.0,MAR,3795.380127,Middle East & North Africa,Lower middle income
Morocco,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,2.25404,UIS,100.0,MAR,3795.380127,Middle East & North Africa,Lower middle income
Morocco,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,8.51725,UIS,100.0,MAR,3795.380127,Middle East & North Africa,Lower middle income
Morocco,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,5.87188,UIS,100.0,MAR,3795.380127,Middle East & North Africa,Lower middle income
Morocco,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,26.79821,UIS,100.0,MAR,3795.380127,Middle East & North Africa,Lower middle income
Morocco,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,24.05953,UIS,100.0,MAR,3795.380127,Middle East & North Africa,Lower middle income
Mozambique,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2019,3.72295,UIS,101.0,MOZ,491.8391128,Sub-Saharan Africa,Low income
Mozambique,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2019,1.08763,UIS,101.0,MOZ,491.8391128,Sub-Saharan Africa,Low income
Mozambique,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,40.98358,UIS,101.0,MOZ,491.8391128,Sub-Saharan Africa,Low income
Mozambique,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,34.96673,UIS,101.0,MOZ,491.8391128,Sub-Saharan Africa,Low income
Mozambique,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,65.88975,UIS,101.0,MOZ,491.8391128,Sub-Saharan Africa,Low income
Mozambique,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,56.58483,UIS,101.0,MOZ,491.8391128,Sub-Saharan Africa,Low income
Nauru,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,2.87206,UIS,,NRU,10648.14139,East Asia & Pacific,High income
Nauru,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,5.79897,UIS,,NRU,10648.14139,East Asia & Pacific,High income
Nauru,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,3.50467,UIS,,NRU,10648.14139,East Asia & Pacific,High income
Nauru,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,12.32558,UIS,,NRU,10648.14139,East Asia & Pacific,High income
Nauru,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2016,60.10101,UIS,,NRU,10648.14139,East Asia & Pacific,High income
Nauru,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2016,51.51515,UIS,,NRU,10648.14139,East Asia & Pacific,High income
Netherlands,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,0.53208,UIS,5.0,NLD,57767.87881,Europe & Central Asia,High income
Netherlands,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,1.38737,UIS,5.0,NLD,57767.87881,Europe & Central Asia,High income
Netherlands,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,2.27174,UIS,5.0,NLD,57767.87881,Europe & Central Asia,High income
Netherlands,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,3.25716,UIS,5.0,NLD,57767.87881,Europe & Central Asia,High income
Netherlands,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2019,0.48169,UIS,5.0,NLD,57767.87881,Europe & Central Asia,High income
Netherlands,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2019,1.25868,UIS,5.0,NLD,57767.87881,Europe & Central Asia,High income
New Zealand,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2016,0.57012,UIS,10.0,NZL,48781.02663,East Asia & Pacific,High income
New Zealand,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2016,1.32287,UIS,10.0,NZL,48781.02663,East Asia & Pacific,High income
New Zealand,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,0.02619,UIS,10.0,NZL,48781.02663,East Asia & Pacific,High income
New Zealand,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,0.17013,UIS,10.0,NZL,48781.02663,East Asia & Pacific,High income
