,Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
125,Dominican Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,8.90031,UIS
126,East Asia and Pacific,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,8.30796,UIS
127,East Asia and Pacific,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,10.01637,UIS
128,East Asia and Pacific,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,9.2076,UIS
129,Eastern Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,2.43633,UIS
130,Eastern Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,1.96089,UIS
131,Eastern Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,2.19233,UIS
132,Eastern and Southern Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,36.77965,UIS
133,Eastern and Southern Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,33.94366,UIS
134,Eastern and Southern Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,35.35259,UIS
135,Ecuador,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,2.06661,UIS
136,Ecuador,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,5.26648,UIS
137,Ecuador,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,1.53262,UIS
138,Egypt,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,1.60303,UIS
139,Egypt,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,3.12572,UIS
140,Egypt,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.38687,UIS
141,Eritrea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,40.28999,UIS
142,Eritrea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,32.03627,UIS
143,Eritrea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,36.08021,UIS
144,Estonia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,1.04433,UIS
145,Estonia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,1.62309,UIS
146,Estonia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,1.34192,UIS
147,Eswatini,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,2.94646,UIS
148,Eswatini,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,2.57896,UIS
149,Eswatini,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,2.76242,UIS
150,Ethiopia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,49.19427,UIS
151,Ethiopia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,44.94866,UIS
152,Ethiopia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,47.04813,UIS
153,Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,2.11984,UIS
154,Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,2.01131,UIS
155,Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,2.0641,UIS
156,Fiji,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2014.0,0.68216,UIS
157,Finland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,0.30476,UIS
158,Finland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,0.63698,UIS
159,Finland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.14656,UIS
160,France,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,0.51075,UIS
161,France,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,0.4155,UIS
162,France,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.46203,UIS
163,Gabon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,28.64093,UIS
164,Gabon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,31.76935,UIS
165,Gabon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,30.21708,UIS
166,Gambia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2021.0,7.43394,UIS
167,Gambia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2021.0,21.63297,UIS
168,Gambia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2021.0,14.57672,UIS
169,Georgia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,0.5853,UIS
170,Georgia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,1.66651,UIS
171,Georgia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,1.15697,UIS
172,Germany,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,3.15616,UIS
173,Germany,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,5.36824,UIS
174,Germany,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,4.30337,UIS
175,Ghana,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,5.89727,UIS
176,Ghana,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,9.27129,UIS
177,Ghana,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,7.61995,UIS
178,Greece,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,3.72949,UIS
179,Greece,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,2.65105,UIS
180,Greece,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,3.17632,UIS
181,Grenada,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2014.0,3.19657,UIS
182,Guatemala,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,36.76773,UIS
183,Guatemala,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,32.69608,UIS
184,Guatemala,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,34.68919,UIS
185,Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2016.0,61.88214,UIS
186,Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2016.0,46.06227,UIS
187,Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2016.0,53.88907,UIS
188,Holy See,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2022.0,0.0,UIS
189,Holy See,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2022.0,0.0,UIS
190,Holy See,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2022.0,0.0,UIS
191,Honduras,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,38.24275,UIS
192,Honduras,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,40.69245,UIS
193,Honduras,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,39.49258,UIS
194,Hungary,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,3.19793,UIS
195,Hungary,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,2.77284,UIS
196,Hungary,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.97966,UIS
197,Iceland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,0.4637,UIS
198,Iceland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,0.50094,UIS
199,Iceland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.2721,UIS
200,India,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,13.41546,UIS
201,India,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,16.66883,UIS
202,India,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,15.12684,UIS
203,Indonesia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,13.53151,UIS
204,Indonesia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,18.97771,UIS
205,Indonesia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,16.33552,UIS
206,Iran (Islamic Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,2.78486,UIS
207,Iran (Islamic Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,0.75616,UIS
208,Iran (Islamic Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,1.74555,UIS
209,Ireland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.63279,UIS
210,Israel,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.01179,UIS
211,Italy,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,2.6382,UIS
212,Italy,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,2.2631,UIS
213,Italy,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.44502,UIS
214,Jordan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,27.86257,UIS
215,Jordan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,27.83603,UIS
216,Jordan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,27.84917,UIS
217,Kazakhstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,0.01898,UIS
218,Kuwait,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,3.8316,UIS
219,Kuwait,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,8.5292,UIS
220,Kuwait,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,6.27645,UIS
221,Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,0.83754,UIS
222,Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,0.19185,UIS
223,Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,0.50845,UIS
224,Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,30.52555,UIS
225,Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,30.46225,UIS
226,Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,30.49338,UIS
227,Latin America and Caribbean,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,6.01528,UIS
228,Latin America and Caribbean,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,7.49435,UIS
229,Latin America and Caribbean,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,6.76844,UIS
230,Latvia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,1.46978,UIS
231,Latvia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,1.99778,UIS
232,Latvia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,1.74196,UIS
233,Least developed countries,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,34.91889,UIS
234,Least developed countries,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,33.36369,UIS
235,Least developed countries,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,34.13345,UIS
236,Lesotho,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,11.45756,UIS
237,Lesotho,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,17.61189,UIS
238,Lesotho,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,14.52918,UIS
239,Liberia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2014.0,25.67108,UIS
240,Liberia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2014.0,17.02007,UIS
241,Liberia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2014.0,21.28734,UIS
242,Liechtenstein,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,6.55308,UIS
243,Liechtenstein,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,1.42672,UIS
244,Liechtenstein,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.60459,UIS
245,Lithuania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.14682,UIS
246,Luxembourg,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,3.60726,UIS
247,Luxembourg,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,1.34392,UIS
248,Luxembourg,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.44894,UIS
249,Madagascar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,28.99433,UIS
250,Madagascar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,31.06049,UIS
251,Madagascar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,30.03208,UIS
252,Malawi,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,18.13865,UIS
253,Malawi,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,18.98974,UIS
254,Malawi,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,18.56497,UIS
255,Malaysia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,9.56901,UIS
256,Malaysia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,12.81806,UIS
257,Malaysia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,11.24042,UIS
258,Maldives,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,14.79679,UIS
259,Maldives,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,2.73029,UIS
260,Maldives,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,8.62392,UIS
261,Mali,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,56.25222,UIS
262,Mali,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,49.39055,UIS
263,Mali,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,52.77266,UIS
264,Malta,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2014.0,1.20306,UIS
265,Malta,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2014.0,1.93618,UIS
266,Malta,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,1.53085,UIS
267,Marshall Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,25.81072,UIS
268,Marshall Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,29.93025,UIS
269,Marshall Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,27.91451,UIS
270,Mauritania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,25.47205,UIS
271,Mauritania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,30.77602,UIS
272,Mauritania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,28.16043,UIS
273,Mauritius,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2021.0,2.09903,UIS
274,Mauritius,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2021.0,4.66102,UIS
275,Mauritius,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2021.0,3.40433,UIS
276,Mexico,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,6.44447,UIS
277,Mexico,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,8.8073,UIS
278,Mexico,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,7.64868,UIS
279,Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2014.0,10.27919,UIS
280,Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2014.0,15.10188,UIS
281,Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2014.0,12.7594,UIS
282,Middle East and North Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,12.06929,UIS
283,Middle East and North Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,8.38167,UIS
284,Middle East and North Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,10.18008,UIS
285,Mongolia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,7.2982,UIS
286,Mongolia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,7.78882,UIS
287,Mongolia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,7.54602,UIS
288,Montenegro,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,6.21841,UIS
289,Montenegro,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,5.95755,UIS
290,Montenegro,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,6.08159,UIS
291,Montserrat,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,7.33867,UIS
292,Morocco,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,8.51725,UIS
293,Morocco,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,5.87188,UIS
294,Morocco,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,7.16013,UIS
295,Mozambique,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,40.98358,UIS
296,Mozambique,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,34.96673,UIS
297,Mozambique,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,37.98249,UIS
298,Myanmar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,19.81454,UIS
299,Myanmar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,22.10723,UIS
300,Myanmar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,20.96568,UIS
301,Namibia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,0.49105,UIS
302,Namibia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,2.68947,UIS
303,Namibia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,1.29893,UIS
304,Nauru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,3.50467,UIS
305,Nauru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,12.32558,UIS
306,Nauru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,7.92541,UIS
307,Nepal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,3.16434,UIS
308,Nepal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,7.43954,UIS
309,Nepal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2017.0,5.33436,UIS
310,Netherlands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,2.27174,UIS
311,Netherlands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,3.25716,UIS
312,Netherlands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.77793,UIS
313,New Zealand,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,0.02619,UIS
314,New Zealand,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,0.17013,UIS
315,New Zealand,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.10006,UIS
316,Niger,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,69.05776,UIS
317,Niger,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,60.96838,UIS
318,Niger,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2017.0,64.94287,UIS
319,North America,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,0.45784,UIS
320,North America,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,0.45771,UIS
321,North America,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,0.45777,UIS
322,Norway,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,1.25415,UIS
323,Norway,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,0.36675,UIS
324,Norway,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.42004,UIS
325,Oman,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,2.91625,UIS
326,Oman,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,2.40822,UIS
327,Oman,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,2.65875,UIS
328,Palau,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,15.93291,UIS
329,Panama,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,11.60816,UIS
330,Panama,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,12.72752,UIS
331,Panama,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2017.0,12.17886,UIS
332,Papua New Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,31.64995,UIS
333,Papua New Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,23.64777,UIS
334,Papua New Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,27.52129,UIS
335,Peru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2016.0,3.33291,UIS
336,Peru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2016.0,3.45729,UIS
337,Peru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,1.76867,UIS
338,Philippines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,6.80489,UIS
339,Philippines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,11.81499,UIS
340,Philippines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,9.3812,UIS
341,Poland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,4.32734,UIS
342,Poland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,2.29473,UIS
343,Poland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,3.28863,UIS
344,Portugal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,0.36214,UIS
345,Portugal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,0.32218,UIS
346,Portugal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.13812,UIS
347,Qatar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,9.78079,UIS
348,Qatar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,4.12435,UIS
349,Qatar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,6.97839,UIS
350,Republic of Korea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,4.9438,UIS
351,Republic of Korea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,4.80031,UIS
352,Republic of Korea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,4.8695,UIS
353,Republic of Moldova,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,0.81175,UIS
354,Romania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,11.50418,UIS
355,Romania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,10.88256,UIS
356,Romania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,11.1849,UIS
357,Russian Federation,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2014.0,1.49978,UIS
358,Russian Federation,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2014.0,2.24764,UIS
359,Russian Federation,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.23829,UIS
360,Rwanda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,2.00141,UIS
361,Rwanda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,5.54502,UIS
362,Rwanda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,3.76629,UIS
363,Saint Lucia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,9.52108,UIS
364,Saint Lucia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,8.71031,UIS
365,Saint Lucia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,9.11155,UIS
366,Saint Vincent and the Grenadines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,0.03893,UIS
367,Saint Vincent and the Grenadines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,5.80456,UIS
