Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,Unit multiplier,SOURCE_LINK,SERIES_FOOTNOTE,TIME_PERIOD,OBS_VALUE,Observation Status,DATA_SOURCE,Observation confidentaility,Time period activity related to when the data are collected,COVERAGE_TIME,OBS_FOOTNOTE,Time interval at which the source data are collected
Nigeria,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,79.300003,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,91.599998,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,96.400002,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,56.900002,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,87.400002,,DHS 2018,,,,,Not Known
Nigeria,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,70.599998,,DHS 2018,,,,,Not Known
Nepal,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,82.873337,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,80.698082,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,76.070992,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,78.786613,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,79.631577,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,83.775597,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,96.077217,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,79.459106,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,83.1287,,MICS 2019,,,,,Not Known
Nepal,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,81.818573,,MICS 2019,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,55.420429,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,64.035004,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,28.415791,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,47.95586,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,64.402946,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,77.872009,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,91.642326,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,51.5825,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,75.19635,,DHS 2017-18,,,,,Not Known
Pakistan,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,59.639839,,DHS 2017-18,,,,,Not Known
Panama,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2013,95.5,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2013,94.800003,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2013,80.699997,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2013,98.099998,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2013,98.800003,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2013,99.400002,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2013,100,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2013,88.199997,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2013,98.800003,,MICS 2013,,,,,Not Known
Panama,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2013,95.099998,,MICS 2013,,,,,Not Known
Peru,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2012,95.099998,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2012,94.900002,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2012,88.099998,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2012,95.199997,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2012,96.400002,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2012,96.699997,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2012,98.5,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2012,91.699997,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2012,96.400002,,DHS 2012,,,,,Not Known
Peru,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2012,95,,DHS 2012,,,,,Not Known
Philippines,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,95.155617,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,88.540947,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,78.422157,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2017,92.004387,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2017,94.105553,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2017,96.525703,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2017,98.272247,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,90.679237,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,92.873787,,DHS 2017,,,,,Not Known
Philippines,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,91.587219,,DHS 2017,,,,,Not Known
Democratic People's Republic of Korea,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,100,,MICS 2017,,,,,Not Known
Democratic People's Republic of Korea,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,100,,MICS 2017,,,,,Not Known
Democratic People's Republic of Korea,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,100,,MICS 2017,,,,,Not Known
Democratic People's Republic of Korea,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,100,,MICS 2017,,,,,Not Known
Democratic People's Republic of Korea,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,100,,MICS 2017,,,,,Not Known
Democratic People's Republic of Korea,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,100,,MICS 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,95.599998,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,92.599998,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,89,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2017,93.199997,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2017,94.400002,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2017,98.699997,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2017,98,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,90.5,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,96.400002,,Encuesta Permanente de Hogares 2017,,,,,Not Known
Paraguay,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,94,,Encuesta Permanente de Hogares 2017,,,,,Not Known
State of Palestine,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2020,99.576134,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2020,99.437401,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2020,99.209183,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2020,99.134552,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2020,99.502739,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2020,99.896393,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2020,99.773163,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2020,99.613861,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2020,99.484108,,MICS 2019-20,,,,,
State of Palestine,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2020,99.505386,,MICS 2019-20,,,,,
Rwanda,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2015,60.900002,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2015,47.900002,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2015,32.900002,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2015,47,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2015,54.799999,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2015,59.5,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2015,67.199997,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2015,51.400002,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2015,67.800003,,DHS 2014-15,,,,,Not Known
Rwanda,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2015,54.299999,,DHS 2014-15,,,,,Not Known
Sudan,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,63.834949,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,65.752007,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,42.107281,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,50.16748,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,57.738789,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,83.50621,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,94.325302,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,57.357449,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,81.124908,,MICS 2014,,,,,Not Known
Sudan,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,64.774208,,MICS 2014,,,,,Not Known
Senegal,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,50.44405,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,43.69796,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,25.72101,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,39.151989,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,41.56963,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,55.444599,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,75.065018,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,34.044399,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,63.682072,,DHS 2019,,,,,Not Known
Senegal,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,47.144711,,DHS 2019,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,65.099998,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,63.299999,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,32.799999,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2017,40.299999,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2017,61.700001,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2017,81.599998,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2017,87,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,44.5,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,82.900002,,MICS 2017,,,,,Not Known
Sierra Leone,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,64.199997,,MICS 2017,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,88.599998,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,84.300003,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,70.900002,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,82.599998,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,90.699997,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,95.699997,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,96.699997,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,80.5,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,90.800003,,MICS 2014,,,,,Not Known
El Salvador,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,86.400002,,MICS 2014,,,,,Not Known
Serbia,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,99.70034,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,100,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,99.170967,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,100,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,100,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,100,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,100,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,100,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,99.744392,,MICS 2019,,,,,
Serbia,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,99.861427,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,92.105583,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,82.172188,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,74.39608,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,83.131607,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,86.700859,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,92.203613,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,98.111313,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,87.526627,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,86.950996,,MICS 2019,,,,,
Sao Tome and Principe,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,87.149773,,MICS 2019,,,,,
Suriname,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2018,89.929176,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2018,80.010406,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2018,67.175453,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2018,82.438072,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2018,90.769051,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2018,95.455887,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2018,98.47493,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2018,76.865097,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2018,88.749489,,MICS 2018,,,,,Not Known
Suriname,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2018,85.052254,,MICS 2018,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2014,76.899361,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2014,64.168999,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2014,53.520691,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2014,62.431011,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2014,70.018982,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2014,84.357262,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2014,89.406776,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2014,66.57,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2014,85.0476,,MICS 2014,,,,,Not Known
Eswatini,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2014,70.351669,,MICS 2014,,,,,Not Known
Turks and Caicos Islands,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2020,97.928627,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2020,91.782066,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2020,100,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2020,100,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2020,98.615173,,MICS 2019-20,,,,,
Turks and Caicos Islands,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2020,98.711311,,MICS 2019-20,,,,,
Chad,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,23.310511,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,30.330379,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,9.2880507,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,10.48047,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,18.68784,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,31.473989,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,57.344059,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,19.43433,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,55.49926,,MICS 2019,,,,,
Chad,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,26.965361,,MICS 2019,,,,,
Togo,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,76.371941,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,83.03212,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,62.369461,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2017,77.262222,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2017,81.502831,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2017,86.850021,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2017,87.882874,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2017,75.63488,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2017,85.720428,,MICS 2017,,,,,Not Known
Togo,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2017,79.827332,,MICS 2017,,,,,Not Known
Thailand,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2019,98.797523,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2019,98.487228,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2019,97.290207,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2019,97.374031,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2019,99.31765,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Fourth,Total,%,,,,2019,99.437553,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Highest,Total,%,,,,2019,99.590477,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Total,Rural,%,,,,2019,98.160538,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Total,Urban,%,,,,2019,99.351883,,MICS 2019,,,,,Not Known
Thailand,Completion rate for children of primary school age,Total,Primary education,Total,Total,%,,,,2019,98.642647,,MICS 2019,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Female,Primary education,Total,Total,%,,,,2017,97.845848,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Male,Primary education,Total,Total,%,,,,2017,99.029587,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Lowest,Total,%,,,,2017,97.795418,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Second,Total,%,,,,2017,99.39344,,DHS 2017,,,,,Not Known
Tajikistan,Completion rate for children of primary school age,Total,Primary education,Middle,Total,%,,,,2017,99.201553,,DHS 2017,,,,,Not Known
